userid,interface,commandsetid,parentisdiff,time,errors,commandid,parenterrors
WyZCFb62m,R,0,t,2285,0,2,0
Zk0-PGanQ,C,1,t,1307,0,54,0
byHe-fT2m,R,1,f,1944,0,15,0
Zk0-PGanQ,C,1,t,937,0,15,0
WyZCFb62m,R,0,t,1879,0,55,0
Zk0-PGanQ,C,1,f,1226,0,23,0
WyZCFb62m,R,0,f,1175,0,55,0
byHe-fT2m,R,1,t,2645,0,55,0
Zk0-PGanQ,C,1,t,1370,0,55,0
WyZCFb62m,R,0,t,1749,0,16,0
byHe-fT2m,R,1,f,997,0,55,0
Zk0-PGanQ,C,1,t,1243,0,4,0
WyZCFb62m,R,0,f,1345,0,16,0
Zk0-PGanQ,C,1,f,1034,0,4,0
byHe-fT2m,R,1,t,1878,0,15,0
Zk0-PGanQ,C,1,t,1218,0,55,0
WyZCFb62m,R,0,t,2263,0,55,0
byHe-fT2m,R,1,t,1874,0,54,0
Zk0-PGanQ,C,1,f,1222,0,54,0
byHe-fT2m,R,1,f,1095,0,54,0
WyZCFb62m,R,0,t,1774,0,0,0
Zk0-PGanQ,C,1,t,1435,0,4,0
Zk0-PGanQ,C,1,f,1202,0,11,0
byHe-fT2m,R,1,t,2252,0,4,0
WyZCFb62m,R,0,t,2303,0,19,0
Zk0-PGanQ,C,1,f,1062,0,11,0
byHe-fT2m,R,1,t,2182,0,15,0
Zk0-PGanQ,C,1,f,1035,0,11,0
WyZCFb62m,R,0,f,1136,0,16,0
Zk0-PGanQ,C,1,t,1757,0,55,0
WyZCFb62m,R,0,t,1965,0,2,0
byHe-fT2m,R,1,f,2678,0,23,1
Zk0-PGanQ,C,1,f,971,0,55,0
WyZCFb62m,R,0,f,1248,0,0,0
Zk0-PGanQ,C,1,f,1041,0,55,0
byHe-fT2m,R,1,f,1593,0,15,0
Zk0-PGanQ,C,1,f,842,0,55,0
WyZCFb62m,R,0,t,2086,0,55,0
byHe-fT2m,R,1,t,1852,0,54,0
Zk0-PGanQ,C,1,t,1037,0,23,0
WyZCFb62m,R,0,f,1279,0,50,0
Zk0-PGanQ,C,1,t,1113,0,55,0
Zk0-PGanQ,C,1,t,1195,0,23,0
WyZCFb62m,R,0,f,1683,0,55,0
byHe-fT2m,R,1,t,2204,0,23,0
Zk0-PGanQ,C,1,t,1482,0,55,0
byHe-fT2m,R,1,f,1416,0,15,0
WyZCFb62m,R,0,t,2079,0,19,0
Zk0-PGanQ,C,1,t,1138,0,23,0
Zk0-PGanQ,C,1,f,1258,0,15,0
byHe-fT2m,R,1,t,1916,0,4,0
WyZCFb62m,R,0,t,1825,0,2,0
Zk0-PGanQ,C,1,f,1178,0,15,0
Zk0-PGanQ,C,1,t,907,0,54,0
WyZCFb62m,R,0,t,1928,0,16,0
byHe-fT2m,R,1,t,2447,0,15,1
WyZCFb62m,R,0,f,944,0,16,0
Zk0-PGanQ,C,1,t,2052,0,11,0
byHe-fT2m,R,1,t,1977,0,11,0
Zk0-PGanQ,C,1,f,969,0,11,0
WyZCFb62m,R,0,f,1354,0,19,0
Zk0-PGanQ,C,1,f,1203,0,4,0
byHe-fT2m,R,1,t,2791,0,23,0
WyZCFb62m,R,0,t,2551,0,50,0
Zk0-PGanQ,C,1,f,1497,0,4,0
byHe-fT2m,R,1,t,1870,0,4,0
Zk0-PGanQ,C,1,f,2021,0,11,0
byHe-fT2m,R,1,t,1718,0,15,0
Zk0-PGanQ,C,1,t,1070,0,54,0
WyZCFb62m,R,0,t,2238,0,0,0
Zk0-PGanQ,C,1,t,1146,0,11,0
WyZCFb62m,R,0,f,953,0,2,0
byHe-fT2m,R,1,t,2186,0,11,0
Zk0-PGanQ,C,1,t,1443,0,15,0
WyZCFb62m,R,0,t,1891,0,16,0
byHe-fT2m,R,1,t,1871,0,55,0
Zk0-PGanQ,C,1,t,1305,0,4,0
WyZCFb62m,R,0,t,1991,0,50,0
Zk0-PGanQ,C,1,t,1050,0,23,0
Zk0-PGanQ,C,1,t,1146,0,4,0
WyZCFb62m,R,0,t,1688,0,0,0
byHe-fT2m,R,1,t,4131,1,23,1
Zk0-PGanQ,C,1,f,1162,0,4,0
WyZCFb62m,R,0,f,1044,0,2,0
Zk0-PGanQ,C,1,t,1154,0,15,0
byHe-fT2m,R,1,f,1416,0,15,0
Zk0-PGanQ,C,1,f,865,0,15,0
byHe-fT2m,R,1,t,1860,0,55,0
Zk0-PGanQ,C,1,t,1521,0,55,0
WyZCFb62m,R,0,t,3791,0,19,2
Zk0-PGanQ,C,1,t,1033,0,11,0
WyZCFb62m,R,0,t,1720,0,0,0
byHe-fT2m,R,1,t,2902,1,15,0
Zk0-PGanQ,C,1,t,1179,0,15,0
WyZCFb62m,R,0,f,1115,0,2,0
Zk0-PGanQ,C,1,t,985,0,11,0
byHe-fT2m,R,1,f,1652,0,23,0
Zk0-PGanQ,C,1,f,1538,0,4,0
WyZCFb62m,R,0,t,2323,0,50,0
Zk0-PGanQ,C,1,t,1242,0,54,0
byHe-fT2m,R,1,t,2840,0,55,0
WyZCFb62m,R,0,t,1659,0,0,0
Zk0-PGanQ,C,1,f,961,0,54,0
WyZCFb62m,R,0,f,1020,0,0,0
byHe-fT2m,R,1,t,2262,0,4,0
Zk0-PGanQ,C,1,f,1419,0,55,0
Zk0-PGanQ,C,1,t,1354,0,23,0
byHe-fT2m,R,1,f,1263,0,11,0
WyZCFb62m,R,0,f,930,0,2,0
Zk0-PGanQ,C,1,t,1169,0,54,0
byHe-fT2m,R,1,f,1032,0,4,0
Zk0-PGanQ,C,1,t,1098,0,23,0
WyZCFb62m,R,0,t,1754,0,16,0
byHe-fT2m,R,1,t,2212,1,55,0
Zk0-PGanQ,C,1,f,1273,0,15,0
WyZCFb62m,R,0,t,1988,0,55,0
Zk0-PGanQ,C,1,t,1218,0,11,0
byHe-fT2m,R,1,t,2033,0,4,0
Zk0-PGanQ,C,1,t,1161,0,23,0
WyZCFb62m,R,0,t,2003,0,19,0
Zk0-PGanQ,C,1,f,1018,0,15,0
byHe-fT2m,R,1,f,2170,0,11,0
Zk0-PGanQ,C,1,t,1266,0,11,0
WyZCFb62m,R,0,t,1699,0,2,0
Zk0-PGanQ,C,1,t,1224,0,54,0
byHe-fT2m,R,1,t,2122,0,23,0
WyZCFb62m,R,0,t,1878,0,19,0
Zk0-PGanQ,C,1,f,1265,0,55,0
WyZCFb62m,R,0,f,1400,0,16,0
byHe-fT2m,R,1,t,2797,0,55,0
Zk0-PGanQ,C,1,t,1554,0,15,0
WyZCFb62m,R,0,f,1076,0,19,0
Zk0-PGanQ,C,1,f,1001,0,15,0
byHe-fT2m,R,1,t,1992,0,4,0
Zk0-PGanQ,C,1,f,969,0,15,0
WyZCFb62m,R,0,t,1930,0,55,0
byHe-fT2m,R,1,f,1368,0,4,0
WyZCFb62m,R,0,t,1930,0,19,0
byHe-fT2m,R,1,t,2138,0,23,0
WyZCFb62m,R,0,t,2046,0,50,0
WyZCFb62m,R,0,t,1802,0,16,0
WyZCFb62m,R,0,t,2257,0,50,0
WyZCFb62m,R,0,t,1731,0,2,0
WyZCFb62m,R,0,t,2018,0,55,0
WyZCFb62m,R,0,t,1802,0,0,0
WyZCFb62m,R,0,f,1096,0,0,0
WyZCFb62m,R,0,f,907,0,2,0
WyZCFb62m,R,0,t,2134,0,55,0
WyZCFb62m,R,0,t,2123,0,16,0
WyZCFb62m,R,0,t,1913,0,50,0
WyZCFb62m,R,0,f,1407,0,50,0
WyZCFb62m,R,0,t,1987,0,2,0
WyZCFb62m,R,0,f,1195,0,2,0
WyZCFb62m,R,0,t,1906,0,50,0
WyZCFb62m,R,0,t,1930,0,2,0
WyZCFb62m,R,0,t,2134,0,50,0
WyZCFb62m,R,0,t,1575,0,0,0
WyZCFb62m,R,0,t,2172,0,16,0
WyZCFb62m,R,0,f,1453,0,19,0
WyZCFb62m,R,0,t,1577,0,0,0
WyZCFb62m,R,0,t,2262,0,19,0
WyZCFb62m,R,0,t,2327,0,50,0
WyZCFb62m,R,0,f,1289,0,55,0
Zk0-PGanQ,R,1,f,2204,0,11,0
WyZCFb62m,R,0,f,1427,0,50,0
Zk0-PGanQ,R,1,t,2885,0,15,0
WyZCFb62m,R,0,t,1817,0,0,0
Zk0-PGanQ,R,1,t,1338,0,4,0
Zk0-PGanQ,R,1,t,1186,0,54,0
Zk0-PGanQ,R,1,f,1137,0,55,0
Zk0-PGanQ,R,1,f,1081,0,54,0
Zk0-PGanQ,R,1,t,1691,0,4,0
Zk0-PGanQ,R,1,t,1282,0,23,0
Zk0-PGanQ,R,1,t,1225,0,55,0
Zk0-PGanQ,R,1,t,2107,0,4,0
Zk0-PGanQ,R,1,t,1253,0,11,0
Zk0-PGanQ,R,1,f,1338,0,15,0
Zk0-PGanQ,R,1,f,1161,0,15,0
Zk0-PGanQ,R,1,t,1667,0,55,0
Zk0-PGanQ,R,1,t,1522,0,4,0
Zk0-PGanQ,R,1,t,1410,0,4,0
Zk0-PGanQ,R,1,t,1259,0,55,0
Zk0-PGanQ,R,1,t,1114,0,15,0
Zk0-PGanQ,R,1,t,1611,0,4,0
Zk0-PGanQ,R,1,f,1234,0,54,0
Zk0-PGanQ,R,1,t,1498,0,55,0
Zk0-PGanQ,R,1,f,1017,0,54,0
Zk0-PGanQ,R,1,t,1106,0,4,0
Zk0-PGanQ,R,1,t,1266,0,23,0
Zk0-PGanQ,R,1,f,1025,0,55,0
byHe-fT2m,C,1,f,1065,0,54,0
byHe-fT2m,C,1,f,1045,0,54,0
Zk0-PGanQ,R,1,t,986,0,54,0
Zk0-PGanQ,R,1,t,1410,0,23,0
Zk0-PGanQ,R,1,f,1276,0,23,0
Zk0-PGanQ,R,1,f,1171,0,23,0
byHe-fT2m,C,1,t,1578,0,54,0
byHe-fT2m,C,1,f,1084,0,55,0
byHe-fT2m,C,1,t,1884,1,15,0
Zk0-PGanQ,R,1,f,1009,0,15,0
Zk0-PGanQ,R,1,t,1186,0,54,0
Zk0-PGanQ,R,1,t,1434,0,4,0
Zk0-PGanQ,R,1,f,1153,0,4,0
byHe-fT2m,C,1,t,2929,0,15,0
byHe-fT2m,C,1,f,1619,0,23,0
byHe-fT2m,C,1,f,1180,0,15,0
byHe-fT2m,C,1,t,1405,0,54,0
byHe-fT2m,C,1,t,1906,0,15,0
Zk0-PGanQ,R,1,t,1041,0,11,0
Zk0-PGanQ,R,1,t,1026,0,55,0
Zk0-PGanQ,R,1,t,1186,0,11,0
Zk0-PGanQ,R,1,f,1134,0,11,0
Zk0-PGanQ,R,1,f,1089,0,11,0
Zk0-PGanQ,R,1,f,1138,0,11,0
Zk0-PGanQ,R,1,f,1202,0,15,0
Zk0-PGanQ,R,1,f,1314,0,11,0
WyZCFb62m,R,0,t,2455,0,50,0
Zk0-PGanQ,R,1,f,1818,0,54,0
Zk0-PGanQ,R,1,t,1345,0,15,0
Zk0-PGanQ,R,1,t,1627,0,54,0
Zk0-PGanQ,R,1,f,1483,0,11,0
Zk0-PGanQ,R,1,t,1018,0,4,0
Zk0-PGanQ,R,1,t,1177,0,23,0
Zk0-PGanQ,R,1,t,1106,0,15,0
Zk0-PGanQ,R,1,t,1146,0,23,0
Zk0-PGanQ,R,1,f,1274,0,15,0
Zk0-PGanQ,R,1,f,905,0,15,0
Zk0-PGanQ,R,1,t,1223,0,15,0
Zk0-PGanQ,R,1,t,1217,0,54,0
Zk0-PGanQ,R,1,f,1018,0,4,0
Zk0-PGanQ,R,1,t,1490,0,4,0
Zk0-PGanQ,R,1,t,1098,0,55,0
Zk0-PGanQ,R,1,t,1074,0,55,0
Zk0-PGanQ,R,1,t,1370,0,11,0
Zk0-PGanQ,R,1,f,945,0,55,0
Zk0-PGanQ,R,1,t,1330,0,23,0
Zk0-PGanQ,R,1,t,1110,0,54,0
Zk0-PGanQ,R,1,t,1082,0,54,0
Zk0-PGanQ,R,1,t,1314,0,23,0
Zk0-PGanQ,R,1,t,1117,0,55,0
Zk0-PGanQ,R,1,t,1194,0,11,0
byHe-fT2m,C,1,t,1601,0,11,0
byHe-fT2m,C,1,f,1454,0,11,0
byHe-fT2m,C,1,t,2364,1,15,0
Zk0-PGanQ,R,1,t,1107,0,54,0
Zk0-PGanQ,R,1,f,873,0,54,0
Zk0-PGanQ,R,1,t,1226,0,15,0
Zk0-PGanQ,R,1,f,1185,0,15,0
byHe-fT2m,C,1,t,1172,0,11,0
byHe-fT2m,C,1,f,1108,0,11,0
byHe-fT2m,C,1,t,1831,0,55,0
Zk0-PGanQ,R,1,t,1321,0,23,0
Zk0-PGanQ,R,1,f,1169,0,23,0
Zk0-PGanQ,R,1,t,1123,0,54,0
Zk0-PGanQ,R,1,t,1329,0,4,0
Zk0-PGanQ,R,1,f,1226,0,11,0
Zk0-PGanQ,R,1,t,1033,0,15,0
byHe-fT2m,C,1,f,1168,0,15,0
byHe-fT2m,C,1,f,1096,0,15,0
byHe-fT2m,C,1,t,1312,0,55,0
byHe-fT2m,C,1,t,1816,1,4,0
byHe-fT2m,C,1,t,1342,0,23,0
Zk0-PGanQ,R,1,f,990,0,11,0
byHe-fT2m,C,1,t,1416,0,54,0
byHe-fT2m,C,1,t,1264,0,11,0
Zk0-PGanQ,R,1,t,1290,0,55,0
Zk0-PGanQ,R,1,t,1443,0,4,0
byHe-fT2m,C,1,f,2083,0,4,0
Zk0-PGanQ,R,1,f,1706,0,11,0
byHe-fT2m,C,1,t,1428,0,55,0
Zk0-PGanQ,R,1,t,1466,0,15,0
byHe-fT2m,C,1,t,1348,0,23,0
Zk0-PGanQ,R,1,f,1234,0,23,0
byHe-fT2m,C,1,t,1311,0,4,0
Zk0-PGanQ,R,1,f,1146,0,23,0
byHe-fT2m,C,1,t,1319,0,23,0
Zk0-PGanQ,R,1,t,1345,0,4,0
byHe-fT2m,C,1,t,1310,0,55,0
Zk0-PGanQ,R,1,t,1246,0,55,0
Zk0-PGanQ,R,1,f,802,0,55,0
byHe-fT2m,C,1,t,1638,0,11,0
Zk0-PGanQ,R,1,t,1122,0,23,0
byHe-fT2m,C,1,t,1156,0,54,0
Zk0-PGanQ,R,1,f,1230,0,23,0
byHe-fT2m,C,1,t,1820,0,4,0
Zk0-PGanQ,R,1,t,1314,0,55,0
Zk0-PGanQ,R,1,f,962,0,54,0
byHe-fT2m,C,1,t,1783,0,15,0
Zk0-PGanQ,R,1,t,1506,0,11,0
byHe-fT2m,C,1,t,1317,0,4,0
byHe-fT2m,C,1,t,1171,0,55,0
byHe-fT2m,C,1,t,1253,0,11,0
byHe-fT2m,C,1,f,1062,0,11,0
byHe-fT2m,C,1,t,2638,0,54,0
byHe-fT2m,C,1,t,1265,0,23,0
byHe-fT2m,C,1,t,2086,0,11,0
byHe-fT2m,C,1,f,1272,0,11,0
byHe-fT2m,C,1,f,1203,0,4,0
byHe-fT2m,C,1,t,1734,0,54,0
byHe-fT2m,C,1,t,1236,0,23,0
byHe-fT2m,C,1,t,1374,0,4,0
byHe-fT2m,C,1,f,1708,0,11,0
byHe-fT2m,C,1,f,1371,0,4,0
byHe-fT2m,C,1,t,1199,0,54,0
byHe-fT2m,C,1,f,1286,0,55,0
byHe-fT2m,C,1,t,1171,0,4,0
byHe-fT2m,C,1,f,1039,0,4,0
byHe-fT2m,C,1,t,1407,0,23,0
byHe-fT2m,C,1,t,1274,0,54,0
byHe-fT2m,C,1,t,1509,0,15,0
byHe-fT2m,C,1,f,1456,0,23,0
byHe-fT2m,C,1,t,1321,0,4,0
byHe-fT2m,C,1,t,1675,0,15,0
byHe-fT2m,C,1,t,1327,0,4,0
byHe-fT2m,C,1,t,1328,0,23,0
byHe-fT2m,C,1,f,1310,0,15,0
byHe-fT2m,C,1,f,1637,0,23,0
byHe-fT2m,C,1,t,1216,0,4,0
byHe-fT2m,C,1,t,2564,1,55,0
byHe-fT2m,C,1,t,1758,0,4,0
byHe-fT2m,C,1,t,1606,0,23,0
byHe-fT2m,C,1,t,1982,0,11,0
byHe-fT2m,C,1,t,1238,0,54,0
byHe-fT2m,C,1,f,2130,1,55,0
byHe-fT2m,C,1,t,1207,0,11,0
byHe-fT2m,C,1,t,1463,0,54,0
byHe-fT2m,C,1,f,1079,0,55,0
byHe-fT2m,C,1,f,1047,0,55,0
byHe-fT2m,C,1,t,1153,0,11,0
byHe-fT2m,C,1,f,1266,0,4,0
byHe-fT2m,C,1,t,1246,0,23,0
byHe-fT2m,C,1,t,1928,1,55,0
byHe-fT2m,C,1,t,2004,0,15,0
byHe-fT2m,C,1,t,1712,0,55,0
byHe-fT2m,C,1,t,1681,0,23,0
byHe-fT2m,C,1,t,1863,0,15,0
byHe-fT2m,C,1,f,1060,0,55,0
byHe-fT2m,C,1,t,1290,0,23,0
byHe-fT2m,C,1,f,1882,1,23,0
byHe-fT2m,C,1,t,1342,0,54,0
byHe-fT2m,C,1,t,1376,0,54,0
byHe-fT2m,C,1,t,1275,0,55,0
byHe-fT2m,C,1,f,1134,0,54,0
byHe-fT2m,C,1,f,1564,0,15,0
byHe-fT2m,C,1,t,1598,0,11,0
byHe-fT2m,C,1,t,1738,0,15,0
bkgX_jpnm,R,0,f,1198,0,2,0
bkgX_jpnm,R,0,t,1900,0,16,0
bkgX_jpnm,R,0,t,1566,0,0,0
bkgX_jpnm,R,0,t,1704,0,16,0
bkgX_jpnm,R,0,t,2433,0,50,0
bkgX_jpnm,R,0,t,1975,0,16,0
bkgX_jpnm,R,0,t,1752,0,2,0
bkgX_jpnm,R,0,t,1779,0,16,0
bkgX_jpnm,R,0,t,2325,0,55,0
bkgX_jpnm,R,0,t,1741,0,0,0
bkgX_jpnm,R,0,t,2537,0,55,0
bkgX_jpnm,R,0,t,1756,0,0,0
bkgX_jpnm,R,0,f,1267,0,2,0
bkgX_jpnm,R,0,f,1018,0,0,0
bkgX_jpnm,R,0,t,1620,0,16,0
bkgX_jpnm,R,0,f,1547,0,16,0
bkgX_jpnm,R,0,f,1386,0,19,0
bkgX_jpnm,R,0,f,1062,0,19,0
bkgX_jpnm,R,0,t,2388,0,50,0
bkgX_jpnm,R,0,t,1860,0,16,0
bkgX_jpnm,R,0,t,2835,0,55,0
bkgX_jpnm,R,0,t,1730,0,16,0
bkgX_jpnm,R,0,f,1962,0,19,0
bkgX_jpnm,R,0,t,3380,0,50,0
bkgX_jpnm,R,0,f,1670,0,55,0
bkgX_jpnm,R,0,t,1963,0,2,0
bkgX_jpnm,R,0,t,2229,0,55,0
bkgX_jpnm,R,0,t,2525,0,19,0
bkgX_jpnm,R,0,t,1930,0,2,0
bkgX_jpnm,R,0,f,1043,0,0,0
bkgX_jpnm,R,0,f,2050,0,0,0
bkgX_jpnm,R,0,f,948,0,2,0
bkgX_jpnm,R,0,t,2187,0,50,0
bkgX_jpnm,R,0,t,1758,0,16,0
bkgX_jpnm,R,0,t,1699,0,2,0
bkgX_jpnm,R,0,t,3036,0,50,0
bkgX_jpnm,R,0,f,1487,0,55,0
bkgX_jpnm,R,0,t,1854,0,2,0
bkgX_jpnm,R,0,f,1036,0,0,0
bkgX_jpnm,R,0,t,2313,0,19,0
bkgX_jpnm,R,0,f,1333,0,19,0
bkgX_jpnm,R,0,t,2179,0,55,0
bkgX_jpnm,R,0,t,1784,0,2,0
bkgX_jpnm,R,0,f,1067,0,2,0
bkgX_jpnm,R,0,t,1961,0,55,0
bkgX_jpnm,R,0,t,1745,0,2,0
bkgX_jpnm,R,0,f,1050,0,2,0
bkgX_jpnm,R,0,f,1063,0,2,0
bkgX_jpnm,R,0,t,3145,0,19,0
bkgX_jpnm,R,0,t,1637,0,0,0
bkgX_jpnm,R,0,t,2121,0,50,0
bkgX_jpnm,R,0,t,2693,0,0,0
bkgX_jpnm,R,0,t,1963,0,50,0
bkgX_jpnm,R,0,t,3931,0,19,0
bkgX_jpnm,R,0,f,1282,0,19,0
bkgX_jpnm,R,0,f,1226,0,19,0
bkgX_jpnm,R,0,t,2135,0,55,0
bkgX_jpnm,R,0,t,1925,0,0,0
bkgX_jpnm,R,0,t,1978,0,55,0
bkgX_jpnm,R,0,f,1741,0,50,0
bkgX_jpnm,R,0,t,1871,0,16,0
bkgX_jpnm,R,0,f,1026,0,16,0
bkgX_jpnm,R,0,t,2200,0,50,0
bkgX_jpnm,R,0,f,1623,0,55,0
bkgX_jpnm,R,0,t,1868,0,16,0
bkgX_jpnm,R,0,f,1219,0,19,0
bkgX_jpnm,R,0,t,2333,0,2,0
bkgX_jpnm,R,0,f,1029,0,0,0
bkgX_jpnm,R,0,t,2538,0,50,0
bkgX_jpnm,R,0,t,2629,0,19,0
bkgX_jpnm,R,0,t,2236,0,50,0
bkgX_jpnm,R,0,f,1799,0,55,0
bkgX_jpnm,R,0,t,2140,0,16,0
bkgX_jpnm,R,0,t,2521,0,0,0
bkgX_jpnm,R,0,f,1226,0,2,0
bkgX_jpnm,R,0,f,1323,0,0,0
bkgX_jpnm,R,0,t,2529,0,16,0
bkgX_jpnm,R,0,t,2201,0,50,0
bkgX_jpnm,R,0,t,1714,0,0,0
bkgX_jpnm,R,0,t,2712,0,55,0
bkgX_jpnm,R,0,t,2015,0,16,0
bkgX_jpnm,R,0,f,1783,0,19,0
bkgX_jpnm,R,0,t,2399,0,50,0
bkgX_jpnm,R,0,f,1133,0,50,0
bkgX_jpnm,R,0,f,1703,0,50,0
bkgX_jpnm,R,0,t,1843,0,0,0
bkgX_jpnm,R,0,t,2186,0,55,0
bkgX_jpnm,R,0,t,2972,0,19,0
bkgX_jpnm,R,0,f,1086,0,19,0
bkgX_jpnm,R,0,t,2418,0,55,0
bkgX_jpnm,C,0,f,3021,0,50,0
bkgX_jpnm,C,0,f,1244,0,55,0
bkgX_jpnm,C,0,f,1674,0,50,0
bkgX_jpnm,C,0,t,1138,0,0,0
bkgX_jpnm,C,0,f,1250,0,2,0
bkgX_jpnm,C,0,t,1284,0,50,0
bkgX_jpnm,C,0,f,1330,0,55,0
bkgX_jpnm,C,0,f,1339,0,55,0
bkgX_jpnm,C,0,f,1765,0,50,0
bkgX_jpnm,C,0,t,1506,0,16,0
bkgX_jpnm,C,0,t,1131,0,2,0
bkgX_jpnm,C,0,t,1377,0,55,0
bkgX_jpnm,C,0,t,1082,0,0,0
bkgX_jpnm,C,0,t,1354,0,50,0
bkgX_jpnm,C,0,t,1009,0,0,0
bkgX_jpnm,C,0,f,1705,0,2,0
bkgX_jpnm,C,0,f,994,0,0,0
bkgX_jpnm,C,0,t,2164,0,19,0
bkgX_jpnm,C,0,f,1173,0,16,0
bkgX_jpnm,C,0,t,1166,0,2,0
bkgX_jpnm,C,0,f,1145,0,2,0
bkgX_jpnm,C,0,f,938,0,2,0
bkgX_jpnm,C,0,f,1266,0,0,0
bkgX_jpnm,C,0,t,1324,0,50,0
bkgX_jpnm,C,0,f,1314,0,50,0
bkgX_jpnm,C,0,f,1115,0,50,0
bkgX_jpnm,C,0,f,1291,0,55,0
bkgX_jpnm,C,0,f,1299,0,55,0
bkgX_jpnm,C,0,t,1333,0,19,0
bkgX_jpnm,C,0,f,1347,0,16,0
bkgX_jpnm,C,0,t,1139,0,55,0
bkgX_jpnm,C,0,t,1475,0,16,0
bkgX_jpnm,C,0,f,1283,0,19,0
bkgX_jpnm,C,0,t,1139,0,55,0
bkgX_jpnm,C,0,t,1338,0,19,0
bkgX_jpnm,C,0,t,2549,0,50,0
bkgX_jpnm,C,0,t,1140,0,2,0
bkgX_jpnm,C,0,t,1929,0,50,0
bkgX_jpnm,C,0,f,1284,0,55,0
bkgX_jpnm,C,0,t,2943,0,2,0
bkgX_jpnm,C,0,t,1042,0,16,0
bkgX_jpnm,C,0,t,1107,0,0,0
bkgX_jpnm,C,0,f,1131,0,2,0
bkgX_jpnm,C,0,t,10231,0,19,0
bkgX_jpnm,C,0,f,1279,0,19,0
bkgX_jpnm,C,0,t,1027,0,0,0
bkgX_jpnm,C,0,t,1478,0,55,0
bkgX_jpnm,C,0,t,1115,0,2,0
bkgX_jpnm,C,0,t,1146,0,16,0
bkgX_jpnm,C,0,f,987,0,16,0
bkgX_jpnm,C,0,f,1382,0,19,0
bkgX_jpnm,C,0,f,1105,0,16,0
bkgX_jpnm,C,0,f,1020,0,16,0
bkgX_jpnm,C,0,t,1086,0,2,0
bkgX_jpnm,C,0,t,1284,0,19,0
bkgX_jpnm,C,0,f,1423,0,19,0
bkgX_jpnm,C,0,t,3540,0,0,0
Z17yLl02Q,C,0,f,1786,0,16,0
bkgX_jpnm,C,0,f,1120,0,0,0
Z17yLl02Q,C,0,t,1149,0,0,0
bkgX_jpnm,C,0,t,1258,0,50,0
bkgX_jpnm,C,0,t,1027,0,0,0
Z17yLl02Q,C,0,t,2179,0,55,0
bkgX_jpnm,C,0,t,1930,0,50,0
Z17yLl02Q,C,0,t,1568,0,16,0
bkgX_jpnm,C,0,t,1098,0,2,0
Z17yLl02Q,C,0,t,1554,0,55,0
bkgX_jpnm,C,0,t,1377,0,19,0
Z17yLl02Q,C,0,t,1130,0,2,0
bkgX_jpnm,C,0,t,1269,0,55,0
Z17yLl02Q,C,0,t,2077,0,55,0
bkgX_jpnm,C,0,t,1107,0,16,0
Z17yLl02Q,C,0,t,1139,0,2,0
bkgX_jpnm,C,0,t,1530,0,0,0
Z17yLl02Q,C,0,t,1750,0,50,0
bkgX_jpnm,C,0,t,2633,0,50,0
Z17yLl02Q,C,0,f,1498,0,50,0
bkgX_jpnm,C,0,f,1629,0,55,0
Z17yLl02Q,C,0,t,1142,0,0,0
bkgX_jpnm,C,0,f,1363,0,55,0
Z17yLl02Q,C,0,t,1386,0,16,0
bkgX_jpnm,C,0,t,1379,0,16,0
Z17yLl02Q,C,0,t,1879,0,2,0
bkgX_jpnm,C,0,t,1435,0,55,0
Z17yLl02Q,C,0,f,1033,0,2,0
bkgX_jpnm,C,0,t,1153,0,16,0
Z17yLl02Q,C,0,t,1486,0,55,0
bkgX_jpnm,C,0,t,1186,0,55,0
Z17yLl02Q,C,0,f,1457,0,50,0
bkgX_jpnm,C,0,t,1115,0,2,0
Z17yLl02Q,C,0,t,1142,0,0,0
bkgX_jpnm,C,0,t,1307,0,19,0
bkgX_jpnm,C,0,t,1018,0,0,0
Z17yLl02Q,C,0,t,2484,0,19,0
bkgX_jpnm,C,0,t,1146,0,50,0
Z17yLl02Q,C,0,t,1559,0,55,0
bkgX_jpnm,C,0,t,1234,0,0,0
Z17yLl02Q,C,0,t,1474,0,16,0
bkgX_jpnm,C,0,f,1108,0,0,0
Z17yLl02Q,C,0,t,1089,0,2,0
bkgX_jpnm,C,0,t,1362,0,19,0
Z17yLl02Q,C,0,t,2376,0,19,0
bkgX_jpnm,C,0,f,1483,0,19,0
Z17yLl02Q,C,0,t,1259,0,50,0
bkgX_jpnm,C,0,f,1102,0,19,0
Z17yLl02Q,C,0,t,2119,0,19,0
bkgX_jpnm,C,0,t,1219,0,0,0
Z17yLl02Q,C,0,t,1027,0,2,0
bkgX_jpnm,C,0,f,1248,0,2,0
Z17yLl02Q,C,0,f,1250,0,0,0
bkgX_jpnm,C,0,t,1067,0,16,0
Z17yLl02Q,C,0,t,1635,0,55,0
bkgX_jpnm,C,0,f,1456,0,16,0
Z17yLl02Q,C,0,t,1422,0,19,0
bkgX_jpnm,C,0,t,1162,0,2,0
Z17yLl02Q,C,0,t,1089,0,2,0
bkgX_jpnm,C,0,t,1713,0,50,0
bkgX_jpnm,C,0,t,1202,0,16,0
Z17yLl02Q,C,0,t,2831,0,55,0
Z17yLl02Q,C,0,t,1049,0,0,0
bkgX_jpnm,C,0,f,1393,0,19,0
Z17yLl02Q,C,0,t,1315,0,50,0
Z17yLl02Q,C,0,t,1138,0,2,0
Z17yLl02Q,C,0,f,1115,0,0,0
Z17yLl02Q,C,0,f,1104,0,2,0
